,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332
66,35359,7064,595,804,6760,9688,25916,22873,49190,29227,28580,6175,40654,1091,8973,44369,1394,37019,17516,16728,38937,17636,22463,4634,29952,7586,45209,9354,3384,29720,27098,40648,28051,11146,6275,40670,43933,43239,49975,33841,16434,49360,34602,2319,22064,3966,45146,23842,47019,48910,44082,31746,37165,14530,33570,26679,3063,49553,15892,30655,36352,13711,28011,31474,36099,40392,35401,28525,35849,10538,37436,39105,14337,16275,30153,3432,42479,3796,45388,2100,37961,19584,9932,30315,5153,18352,40093,49037,17322,27122,28282,36771,24174,4230,18525,25137,4291,38547,24826,17398,33861,28295,49621,25138,11486,16749,5716,5942,45685,28601,44582,10933,45951,17271,42399,3652,32235,6384,27504,15154,49708,29544,36197,15389,27099,16098,35657,29678,6080,16899,8491,36317,7830,34734,32166,26902,49150,42184,12151,7416,7690,42923,43129,49219,13861,19019,12061,49811,48363,1978,20777,28425,11542,19393,13638,41279,36480,46759,22953,25936,33507,20215,28137,1503,46205,40119,21876,32870,5560,40985,23975,47622,38248,22643,34720,23151,7628,3057,28841,4633,27271,32072,13806,41822,35903,22565,42763,8215,9988,18222,12279,3882,10520,44438,17451,28153,34933,1968,41779,31814,642,2326,12694,17629,7493,24935,36891,15189,24707,2440,47397,29423,6973,16265,20075,2470,27203,10837,25713,38639,17488,8448,37376,47608,23637,5830,34592,36998,45489,46767,15592,19481,23025,22587,490,40452,29620,16296,20335,41506,38617,6641,10432,22927,10719,14080,21287,32163,39831,27336,33515,37912,39662,39004,20605,25727,444,25629,37501,43711,22131,13648,3860,25753,8567,26050,42056,49574,46905,34454,14373,4671,25289,40316,20991,40789,43727,26859,1052,44888,36941,45122,41520,8463,28607,14394,1470,28213,4971,159,39540,9942,29523,46884,14670,30075,1240,12654,14142,28524,9472,15067,39797,37224,46962,5338,26377,13660,42376,13257,48691,38033,12207,27768,15938,40927,39838,7158,24553,11198,38124,37147,18050,48423,14644,15263,37373,26993,14566,13223,2072,46705,49448
67,17488,7549,40757,41174,23926,7470,6155,18185,20706,13770,32680,13562,7354,3596,33605,31997,37978,46245,15705,17000,47522,3856,20992,26098,29785,32690,10959,2428,2343,42745,13740,43270,9005,14337,20249,31197,30769,19967,44111,37521,19886,18831,46796,10759,14596,26559,1681,19398,40472,30472,10863,39873,3124,34243,36216,11351,41028,32617,22018,5232,3000,7112,47915,27076,40888,1975,3064,49956,7886,3297,7481,30451,9111,8190,45201,3401,8402,27195,12674,6139,780,4678,16748,36080,413,13319,16204,34194,48482,11841,24640,8666,4016,3495,7314,19440,44162,31030,21796,24094,36741,45900,9852,12922,2971,41560,30797,4154,17680,41597,6579,8862,9164,41778,1570,20917,3960,39742,29600,18593,11980,13185,38857,17354,186,31597,22431,20272,47577,37780,42877,11453,19452,31455,30183,44427,6258,23657,41162,40719,28439,7144,19031,23617,11839,25311,7935,16827,45380,33150,14458,26880,3996,29346,45724,15932,566,15374,17012,3714,1220,6691,27146,28577,44564,20225,41324,1914,2686,45754,10384,22164,28916,46747,38826,24759,21508,15748,42930,48573,23570,33494,48769,42749,6056,17362,48896,36719,25635,40310,6778,44002,46536,30333,8830,37165,27294,112,15290,42802,6642,21843,2279,24626,42935,33263,16084,21631,14270,39773,11907,15031,44841,33181,5067,6697,47000,21710,44170,42441,793,42481,15106,45585,48678,42046,16840,37778,20179,25309,14426,1776,20896,935,12928,20909,24609,43611,36013,7905,18890,40056,21003,41027,21679,17838,21170,41907,5186,41379,1105,47927,26968,37669,12828,27555,26524,34324,44499,44353,16524,9062,42619,34481,3372,12575,19182,35523,27599,34766,24157,9541,10014,976,19914,29849,28700,24387,10617,30691,13702,5595,20639,44145,38268,35130,45027,2668,22381,2745,36423,40789,3145,33396,4077,32525,17748,3778,11455,12429,47262,30074,46146,9850,35782,15140,22220,44906,912,16363,49574,812,44017,3186,32005,13614,10669,39518,3428,40671,8043,42933,26796,34395,34022,30153,37744,42539,11345,33694,25612,39626,22075
68,29340,33487,43767,8784,9240,27743,16222,27726,18551,41888,13591,9074,49868,41805,15134,22290,13598,29235,12749,43186,24245,32414,34635,7443,37071,28073,38629,48921,49732,29026,24610,2588,220,17455,15589,13945,12747,13724,34435,42213,21599,41254,29276,5486,15176,26272,24118,31681,22044,29560,34008,5640,20206,19164,10944,30726,47084,10782,33927,2651,16692,21006,1733,17712,32606,38804,36640,40097,48759,42947,46658,2934,3573,45402,15147,49802,1247,39457,42753,16133,30419,24495,47520,28092,9259,35638,24637,30990,1380,25156,15533,7826,28195,40776,5899,38298,25252,46989,8260,41677,2716,45650,26530,2215,15026,14439,33329,31734,29295,6400,10478,7257,31129,47444,45144,11882,36683,33251,27300,19945,42434,17313,43712,43332,38869,31102,43655,6861,18217,45818,47439,11845,36405,32601,2553,47834,37496,6325,3088,32486,14147,28689,37173,20834,43977,34605,1004,5161,46214,10268,33196,33444,35253,11979,36954,15568,31644,38967,18273,33776,36657,3597,16064,38432,37309,41100,31161,30394,19191,39755,11916,5996,49216,40270,44124,14180,21854,10145,40343,12726,14861,19466,14425,37106,20043,22988,23548,4941,8648,24563,23474,34098,4411,49510,23788,35180,15290,22607,9914,13934,10012,11837,8760,44932,40511,30528,44295,13335,30324,3325,15563,18290,10004,39461,17768,37544,45387,13850,38606,13535,44010,39114,48400,45192,44840,41730,12791,36173,40136,18374,49,24775,7353,1495,20993,20857,1333,26593,26234,48693,4192,23022,6341,15774,37747,30310,32347,24411,20886,33496,35018,15783,43846,37523,42923,43962,28682,17991,26385,49321,20183,24000,21297,46846,20162,1464,39152,11183,4970,9677,23210,11903,21078,21606,12908,48420,46257,45463,7361,13673,13725,8703,17277,47638,21549,979,4099,41932,30960,41924,36363,46423,46096,22609,12662,43377,3421,45780,20858,45385,31719,32157,6742,12941,39487,31488,16756,5917,38015,8310,25935,924,26170,23477,44685,11546,8417,6717,18988,5182,26342,24322,17249,6825,28374,34828,4172,25164,43415,14049,7374,24895,47772
69,48207,46786,36943,18195,7469,9266,19780,39881,145,44658,15396,33267,1142,948,12232,18063,41992,5504,9601,33740,21098,38112,19638,25250,27067,42867,42048,2559,17872,28528,5988,21668,26629,21965,14779,9483,3422,12340,10120,38836,5610,1273,41969,1607,33932,6967,11353,32964,14914,13160,47695,49185,31770,40775,48992,42153,21456,19256,48525,45808,49586,6426,23524,11632,13214,3199,39847,39868,43597,11802,4657,17639,26877,26609,18163,36644,11629,29970,1751,41010,28037,46353,26013,23933,14005,48160,17628,18724,13798,8599,19082,17913,1627,14550,18848,29190,48017,27392,15993,37743,5994,49754,49824,35013,37,37087,38413,11001,23114,9528,12390,40601,6135,16932,23003,46756,37745,8733,27689,10767,32204,30605,34343,34478,15931,3936,2766,29445,27262,43076,29203,8504,12669,43713,33205,4845,36954,48318,27048,47262,33153,1083,11609,49459,9784,27851,33379,23605,27725,15558,43273,47216,32150,49728,17046,16579,10288,14936,18797,11412,45715,30143,38686,2426,27577,45865,37300,48579,46044,7095,35070,49059,629,9219,49234,9320,19925,29582,1300,2341,42515,14528,2530,44870,17205,34885,18495,276,13968,136,45609,42586,9982,9841,296,40197,32028,44810,40358,10789,39878,46741,26369,27320,4522,8264,37783,36022,20415,21803,31883,19192,23767,13920,17274,5181,18831,20522,36346,4317,10528,25045,49413,19528,1912,39873,34874,41314,38745,38539,18798,35146,23413,12008,8669,19411,18085,1923,19876,45371,5135,47617,10491,320,27871,10972,36584,20862,18227,24557,3348,41434,35083,20989,24113,11423,6279,7935,31927,17006,387,30938,31804,40401,12214,11898,1465,34781,41459,28906,5266,32382,469,38561,38250,11855,16222,23807,18306,24798,45856,16644,45413,19528,24059,4644,23667,38780,11638,25499,26939,1944,34140,14678,24126,17137,31417,47844,36517,32154,29027,30166,34837,23268,46131,32253,29733,23484,6485,31868,8999,33811,5997,29252,18651,42512,28244,17425,40210,2278,37319,946,21401,18139,40810,41862,35589,20474,49632,22807,33763,34407,12446
70,8221,24369,6614,5760,26180,29588,10672,2026,42280,48486,20101,25465,509,33267,19776,2868,33139,8650,25834,35489,46486,12309,41370,11165,45430,18142,34754,35402,2840,27077,48441,46099,37984,22756,31659,25676,25103,2510,30085,21530,34679,41828,21868,24913,42765,33076,26980,11423,48711,36281,12865,35087,39463,31622,25948,7888,27743,2096,43826,14666,33351,41381,40544,8628,37769,4286,41668,39250,39661,12422,32736,42388,7027,10458,8307,17575,7579,29653,27238,1120,44072,37951,45014,3999,28032,14113,29976,20773,46718,29427,7630,48166,34863,40368,10184,35663,35012,1978,42067,43600,27823,48036,24610,29262,15616,28608,13478,15709,3496,12209,19162,37043,33417,12755,24650,7903,18948,41275,39213,8386,26649,6738,20725,49752,26143,38690,47769,874,143,11743,22067,15687,14054,13798,4567,41591,35845,35991,33491,12916,17458,15958,35796,47320,45508,25859,28741,18438,43627,13746,44058,8139,1902,1794,4110,33671,25297,5674,44686,72,45935,37542,28272,15799,11222,39064,36054,8406,5398,44237,29588,16179,27903,19556,48469,22238,41699,12644,9534,16509,17791,44060,43560,32179,9531,28717,41443,25367,22877,13366,36012,14860,46147,24010,36776,14152,17615,22995,12538,8898,31976,36080,6984,41971,13415,16149,44737,14520,23681,1468,1639,30707,37773,28206,24600,4695,20588,10084,34895,17169,24919,37065,37995,42455,2820,10654,40355,46092,49713,346,11834,9104,44699,12275,36850,23566,22007,1131,47329,25108,28167,20760,45587,3196,32798,31345,48459,24332,2541,14994,440,14554,15134,12170,27779,45227,6106,43719,47618,17766,4836,9611,24241,35738,43116,43213,17527,33058,32794,43034,1157,2249,3087,5536,6579,36604,26304,3015,30071,31990,36584,36752,21950,49105,37584,29509,24402,29844,44471,44101,2889,34593,1763,21150,46306,11373,20749,10603,30033,23475,5996,37556,27267,13496,28488,27118,851,23982,4722,10368,1617,46018,25853,10055,41876,1634,41951,28777,19742,49162,33819,15142,38616,45547,34217,43429,22757,32556,15620,47822,2475,16724,22227
71,2304,33489,47063,2142,41611,35505,48081,39379,5101,44158,10356,32147,26348,30660,45971,25172,17217,48763,32193,4383,748,4474,45625,19875,18873,18710,34202,3548,913,19290,10004,4924,35878,25546,49147,13594,15428,12950,13167,15462,910,1639,9741,35426,41324,24847,17240,11219,22469,39599,30293,30095,29310,20008,39188,17352,24535,13070,30852,42704,135,5721,13452,33673,32814,8934,38799,18810,67,6040,23904,24778,16286,8664,14211,7760,674,21781,21648,4828,22878,11304,1927,16132,21540,9680,40332,34279,44332,39606,32536,23095,36791,35761,16580,48303,27442,32293,3472,33948,5680,47152,8886,34024,2951,5659,8582,49194,32578,45500,18294,3943,15246,35007,41565,10293,26459,17405,44227,35245,13693,28225,15962,43360,6323,49316,38832,4641,16066,18737,25512,19435,8917,4927,41853,8967,28957,47091,24838,26902,16172,47894,44519,38068,1190,42656,8864,34586,37828,16169,2091,43011,45212,27023,2899,10329,24894,39663,46023,7988,12802,20229,12013,17153,7344,49118,38833,1222,29341,15291,41700,22195,5692,34701,22422,8109,42930,22396,49603,31421,44008,4885,43068,24847,28328,23357,27719,5005,28122,39938,24580,33305,23897,35316,23795,19093,29205,19357,18619,11972,12661,7777,12677,38762,47167,16800,22124,26717,48691,10001,23838,31023,6311,44258,30146,21223,38125,28333,623,38873,45825,42225,4891,30184,26202,4707,38340,24629,18566,3920,22546,25704,39566,36860,5041,12461,4266,12272,31222,20906,38738,37430,24852,27131,25449,28845,22747,47512,47993,44793,49748,38135,9746,18501,8045,14084,5972,14182,3962,17789,18672,13056,45155,112,3417,17767,46803,25078,23870,45403,7646,41090,3486,41069,1737,38052,48019,37890,21205,37087,21502,31472,23005,13554,2784,7150,20533,26178,21889,26927,49440,37837,36425,39307,49804,21056,19146,15100,18426,22063,17321,30736,22877,31251,41515,28966,3222,7309,47810,44800,4608,42814,2649,22591,7839,14581,20178,39446,34411,8312,21097,11191,43459,45265,29154,27710,8535,42785,2993,28960,1820,3325,13028
72,10246,28169,46112,11947,32390,27696,48022,16958,36989,30525,48200,37447,37584,5601,16794,21351,29910,22906,42502,22323,45679,38892,7550,21995,16252,6767,20513,40153,20497,14582,23705,158,18351,36301,21013,20078,48671,1762,16293,14005,29101,23293,33850,46942,38807,7624,44023,43681,3856,29585,35100,1812,25616,19832,13200,37776,4211,31792,13829,6262,43592,34868,2362,2962,28673,11537,35914,17081,43790,14605,19377,37466,9795,13997,29561,30061,37195,41090,38598,23018,16594,39625,41677,8157,5108,34442,11781,14369,16864,1838,21205,16832,39305,40827,48238,14409,33987,49672,36790,37994,7135,32345,45646,12913,25524,18332,25283,44533,19370,11167,37147,14112,41018,34959,14341,27008,15335,40144,9600,36167,26918,2710,20619,27794,3786,23464,21557,21085,40287,45994,18328,23187,48881,23281,20963,20860,29170,7396,8103,36653,20444,5294,338,33528,48335,37559,4390,40248,41323,3934,34803,26024,41393,3847,7335,8452,37814,20849,21005,48630,44864,25751,27090,19947,27745,15808,24206,6921,29730,5548,23529,37105,30320,10811,4477,12513,37262,20663,45034,17092,21824,23207,1206,2528,36802,27556,9284,10493,21080,3828,256,34066,13164,18975,35671,37974,21324,42578,18720,33666,11258,43658,18703,21685,24796,27718,11765,26089,39098,8866,37229,49216,38445,18459,5904,9381,29900,29413,13031,23184,46544,35692,19060,32111,23530,32750,3843,25370,12488,38058,47482,27501,27721,45833,31982,20979,35553,2916,29655,10386,42176,14854,7999,1354,31058,11404,30157,19132,16174,19610,23700,39191,25844,43414,2328,44515,30887,20624,36100,15761,42766,29011,49446,26190,27723,13506,19068,25598,43565,37068,313,41921,9755,33283,7370,836,26561,42826,2309,16715,35119,33717,25514,13489,26261,22482,13738,3407,44448,34025,21392,38536,1284,17156,31860,7051,27895,1309,33066,40592,4591,39777,805,33674,14450,120,49439,39889,18228,31381,6425,40341,19584,16592,29288,18344,26084,45395,42438,16601,3870,45107,34073,37,4912,4068,44463,38882,18719,4917,11488,39199,32752
73,6512,2812,25281,45593,29221,47237,21688,35888,48067,21382,3024,21968,32391,39347,12549,3964,49854,49712,48581,15252,12874,9839,28993,6378,42083,31355,34007,49037,3639,13390,29436,35828,26842,3115,4725,4764,9871,14913,33095,24271,7564,27778,30938,3445,21682,18306,4058,36454,45775,17083,32186,26878,47928,39901,35237,36293,27919,29780,24616,20383,23295,46258,33979,30731,46532,1945,16441,38352,9361,19730,37180,3258,27867,44833,2066,7357,48982,20011,27036,49435,49729,17086,4919,22572,29185,39257,1992,1041,7739,35044,25980,2605,41644,19632,12771,21208,9658,44728,26320,35398,21768,49601,18106,6676,8050,39658,1907,37924,29670,11455,22190,5771,25839,19932,2613,46954,278,41609,40257,5447,5405,32135,40906,19590,49044,22483,14813,1992,10030,49216,16013,24791,8263,36344,8206,26636,25010,19648,44377,48973,37246,47223,22752,15353,7969,9026,19507,31330,37905,33548,2801,11430,5626,37825,7597,296,1151,47822,8599,1138,6531,12442,8513,28477,30505,27761,23208,21407,26141,24527,27745,48939,49674,26153,1869,10376,1804,33255,38417,33863,26291,28297,16646,19172,42365,27080,13439,1857,11370,33704,32397,38401,49394,16689,35747,4943,47462,28446,46260,49271,21430,25547,41657,24402,12346,26096,38175,38080,42647,9898,29882,28045,25609,6417,27437,32946,20921,17712,21569,45597,12178,7694,41410,30822,43443,15579,27284,13502,20908,15895,5221,16082,24137,38703,30573,47798,19011,1733,40547,24387,38243,21568,40162,7328,16545,47944,30909,49885,19938,4561,31258,24619,37603,3835,35924,31722,9708,18007,31072,21671,29788,45273,44928,11859,30319,1970,39331,18573,32837,14693,32332,46712,3393,34982,44829,10096,37495,28119,21261,32239,41378,37146,36343,45964,36855,12587,33240,29959,38564,30967,14198,4616,20526,45257,3727,657,15222,29024,43495,17992,11734,29642,26978,41494,42152,26682,39057,18768,21796,1811,17470,39891,37309,18009,19859,4172,31491,40493,33287,21283,39470,45114,1781,32596,28338,308,8421,19094,7053,789,43052,34260,35018
74,4521,46995,4629,3871,44681,5490,37881,43865,30393,38452,10182,439,18091,44257,25313,18764,46932,25258,48433,7279,44583,30391,18450,28779,41381,35190,17064,12827,21096,29672,5469,16596,4500,27552,23999,10149,4909,13695,24823,9179,16050,3492,45513,35703,8922,40381,22411,28123,23760,19856,23077,26612,25383,39865,47288,21285,43376,46645,12703,15310,27538,46083,14402,38218,44845,5071,27560,1328,25957,28614,13372,44089,22809,25726,13171,22509,31574,12448,29743,26372,7220,30891,36553,17508,5610,20036,32885,43554,13792,8700,35883,11179,2895,9124,6527,1228,46911,2867,2096,20149,49049,16700,2917,42005,39425,18512,18401,15028,17819,14492,35152,12471,30535,14336,25344,19127,176,30726,14689,45153,10777,29385,9945,23402,30491,31526,35559,38331,37339,8591,37220,16849,10562,18754,6117,39082,24114,49254,43725,24245,11791,32423,40357,17309,32115,34976,34329,48438,40593,1704,7439,28679,8992,9773,19107,27287,32691,24282,39543,36950,45302,27002,36590,13731,32247,45036,20899,14204,5448,48941,37837,35060,23242,6446,43369,20512,35049,6664,33239,10217,6631,45253,26208,10549,98,37770,34090,46902,20164,43774,27974,49554,41293,6756,16774,39262,7063,5360,5536,31453,35134,25087,36198,40162,42217,7167,1922,31572,13044,48457,37472,3789,37132,41884,49511,24434,4382,11999,25399,13429,3281,38596,3886,28713,15729,18141,14025,49214,5955,34754,34641,34689,11108,41461,47334,5921,45667,31880,14609,31598,3432,24552,27789,905,7047,46634,48583,8735,13369,6913,29891,12781,2127,16721,8897,37012,37554,32167,23428,32525,18309,7863,18719,40315,48653,21339,33865,13211,26289,23445,39867,24150,42657,21750,43847,23610,8992,8022,2505,5092,47862,8291,35788,49237,23347,18445,86,9725,15708,8040,15897,14408,49982,30792,5240,48052,3678,8676,7247,40721,44493,42138,7093,16257,29246,22284,27537,38006,33247,33724,1723,30688,28058,28369,10332,14178,17304,48624,23721,3549,47093,9526,18056,22215,29890,36383,36911,13299,11102,43304,7817,26029,35212
75,47759,31369,12333,26365,48872,49008,33200,7263,47471,4588,26398,21076,5887,17043,38911,7810,15082,31064,30835,22543,42940,42709,4121,25046,18895,12703,15751,12365,48025,31971,32476,41366,12353,37466,22896,13618,10692,3036,15581,223,18140,13362,1248,18535,18537,26641,18434,6998,27631,10340,13596,46368,33097,4414,15161,25447,25267,21527,44502,8024,15446,24174,35920,19749,38710,17766,37959,42904,13996,33048,21716,11455,48583,27126,45892,35313,2311,26317,39272,21204,41949,25137,12865,1205,32468,39067,1142,14371,47268,49676,32571,24709,13429,13415,38362,18285,42243,9999,44309,3869,11792,21739,41120,32631,15288,24214,5252,15865,35356,30863,33235,27301,14997,25350,22059,36722,38686,23584,48343,13960,40877,151,24330,41246,9409,15253,8620,9569,1546,6096,33555,11570,47319,1187,8394,19817,9601,31387,27146,49230,36307,31776,1296,26166,4446,27810,4840,47429,23301,46616,20470,47127,5970,39266,25313,37970,46663,6922,494,40517,23063,18102,19374,16379,19413,33783,43300,43354,3720,12984,48022,30630,31721,26040,34516,39466,36652,30161,23794,43536,1844,44349,32189,37051,11626,40075,7051,31947,49616,17179,30719,29503,39232,38704,41837,26698,584,10618,19019,2080,10893,22169,3556,6732,25126,3829,11553,40256,29412,27652,45931,19034,37789,49886,37098,2475,163,32373,40137,9986,25282,42629,24732,45829,43039,18420,12254,18227,4395,16832,47957,45725,49424,8748,32055,42212,42270,33410,35349,666,27186,30601,13455,38656,39322,43186,39311,31469,21621,45011,23000,21669,25816,7138,31469,25189,47748,21658,24231,238,23366,7170,31477,5196,34035,44554,9153,26890,19202,37553,31537,32288,27768,9184,21783,7531,36741,28637,16718,32232,20859,43433,12296,11120,1168,36776,6307,9325,14536,41617,22485,37482,6018,45881,38387,13285,28252,29920,4296,14336,9860,5002,36051,4419,35843,46054,23799,30203,353,6094,26886,18929,17970,47527,23643,21637,46771,32118,8347,20147,26884,7497,41044,14287,44544,17895,5276,28665,23832,41027,36235,2937,12018
76,38431,6789,6113,672,17376,10356,23678,57,13121,6914,45007,49951,17487,10669,26929,831,13397,16253,40544,3118,19076,39513,21680,8267,8900,18916,21129,11723,34741,8552,1138,41859,4890,267,33314,9879,38519,47438,26359,13603,7693,16207,33369,34169,41597,3370,10821,43218,12155,8634,20844,1713,5133,29572,29462,18221,42608,25553,38606,35851,24401,18575,20802,5540,41122,46504,11280,36758,41396,31766,28348,19046,23543,23567,16937,41740,15845,11170,328,44934,2260,21001,43651,13604,8714,16554,42019,40625,5053,43717,43781,861,16098,48700,44812,37988,7823,20750,27124,36146,34768,2047,20170,32312,42926,31139,627,8665,14952,15843,307,32697,17438,11111,18660,32507,20452,47357,23162,13851,37287,1824,47942,27563,32551,1140,1454,40499,19093,34019,31011,45089,13332,1274,47340,20565,29246,17502,36814,25986,49114,17551,48151,37070,1675,22200,17920,34914,43706,6930,116,46262,9712,47514,16007,25181,18027,21343,34676,29155,32920,8618,30086,38484,26845,42215,47837,46686,16851,6637,30158,49837,16353,16662,28587,15163,31813,13439,48457,4193,6090,31167,18010,37960,17573,26631,44679,20019,13093,33117,37687,35583,19331,14686,29132,35640,10272,27937,40973,24599,2556,18433,25944,40865,44519,9206,34019,27455,33116,13152,19387,9155,8840,30158,11298,32005,35154,43472,6356,15475,42183,7671,2716,10144,11402,11074,24771,1888,25223,15196,37581,46917,5406,26452,48542,24275,48982,12504,35950,15955,17712,45788,49180,42609,3223,34033,20475,12613,8653,6344,8015,23669,12234,3634,8187,20759,268,47359,26799,47965,668,12969,18213,36549,39315,37693,37028,23451,25014,26298,48730,31964,2513,17341,23880,49038,11292,4331,31168,42620,12382,32361,18176,33653,4577,18318,40727,17878,45032,17210,24887,46039,9090,11849,6602,22273,4498,26962,10938,17896,13629,23560,41102,31738,37535,19528,11696,39646,17303,42716,34813,22392,9649,49782,38037,14986,43276,13556,16810,47737,23976,48199,2310,46293,48595,1254,30535,41250,26366,36630,33308,29492,49247
77,8610,43558,21918,28725,26723,22684,2147,19396,11663,27241,30397,9694,47477,33337,8004,47958,15015,19902,21740,32287,8406,32481,15236,40647,39958,37005,34890,48763,7287,26960,25635,33390,10298,30679,16746,18752,26567,29785,9735,2002,42143,39106,21822,16143,18762,3131,27191,4603,36882,33260,42715,21361,27708,43727,34978,4231,31201,867,43427,15911,26059,37648,43796,21455,47797,1841,30081,26934,463,24084,5451,12372,34980,2299,13907,29644,48325,36147,7298,35120,35952,18680,13162,21535,34351,2906,32494,28767,34602,42309,38356,25121,24870,37420,18652,18085,46680,39052,14238,33249,41216,33177,23567,27647,40096,8666,12161,15775,42957,38245,32181,24365,16048,45125,43478,28149,43426,13645,10738,27203,23990,7572,32490,29945,27031,40182,42372,35437,18331,43452,17211,5661,23581,13694,18387,49030,29420,16341,19747,35319,43375,44101,34980,42155,39686,27899,14727,32719,11631,47219,4130,7459,34088,22843,35166,16060,31667,15696,12600,5363,15636,31149,13235,17520,37597,29999,21634,8136,33456,44744,27005,37271,37098,20386,9490,8884,43727,32667,9708,22402,992,37059,33842,36119,32621,28164,25735,24578,46336,3459,9940,24875,9677,35612,673,14529,19131,13087,39223,34950,29953,45403,33018,39392,8337,36009,45589,13317,9850,44335,39968,6231,33550,25015,2016,27786,22447,34271,48857,9498,16475,35702,42042,15626,1350,6562,10679,41928,43,16930,10021,45028,2627,31038,17044,35152,40352,5707,23473,26800,37119,36824,30041,2378,22363,7631,8395,45087,15088,18121,24725,29031,30046,45847,37760,47901,26624,5419,9094,23834,27177,14541,18245,20710,15945,44180,4852,25629,44770,762,38366,1931,7014,5622,25403,49605,32817,27306,10520,41403,32034,5134,3456,8289,20009,22808,37622,16986,6249,7340,47795,40481,35915,22415,4004,27249,8666,3146,17106,29935,24374,48782,26388,31155,16364,27147,10806,34290,42675,48056,6184,49696,2173,7809,25149,8453,12799,34273,22501,34473,30940,34613,18417,5285,44552,28218,41309,4134,27460,18225,28394,32191,24343
78,10950,49573,30982,3518,6195,4168,45709,19947,37604,32671,5123,28841,48336,18423,36156,19888,12411,42448,27855,25513,5636,37420,49027,11769,26412,27715,45334,6612,28169,23296,20973,1169,34573,16268,47436,44420,7269,41500,23240,31628,38103,18049,28663,26465,39279,26081,10160,48776,15051,35690,34439,2918,40912,47226,688,13518,22994,7184,42988,1114,49673,49286,6198,25129,34213,25130,5777,15971,21774,13005,27419,29777,37075,7447,3650,31462,17409,22179,47965,28906,23661,40007,43476,13403,20348,37228,11970,29201,33805,38620,39353,21690,27591,31512,24637,12865,34992,7855,16900,15467,16141,23098,12026,22119,25668,15073,29647,38084,47335,18934,26958,10219,21678,19176,17143,597,5911,27206,25583,45710,9629,25642,4982,2406,23461,36905,2127,44112,22541,49634,24644,128,10263,9957,30435,9083,26801,14172,4349,26268,22980,12030,35926,20519,26435,21631,8185,12870,43754,38825,12654,35306,20009,28852,38854,38734,37983,862,29732,31453,1233,30225,18992,28976,47100,27405,15918,9444,26114,16448,28871,16585,23223,15835,37839,29521,3490,48888,17825,47032,29213,14165,3522,12323,21919,11121,14166,39206,37976,43571,21308,34022,25406,3095,48509,43467,39565,43063,15661,47782,30571,2613,47920,17514,3101,35151,29967,25695,10145,37896,1556,7832,43885,42739,20944,10521,13000,47644,42804,13897,38400,42702,26765,25799,9353,34790,41172,49523,23220,21708,23529,46265,9213,32284,4637,43076,8695,39987,41813,38391,1290,29724,15780,2491,20583,9511,46612,3639,42866,33743,41180,24800,12639,608,45519,12468,37333,7256,25670,16503,24872,8931,26734,46844,1902,14219,20118,319,31245,5816,35201,18874,21790,17122,1791,11304,18771,17123,3482,47680,8412,46309,29288,5461,16742,2302,29235,41928,7856,2861,45729,27680,39736,17280,4091,47347,29296,25910,24610,5241,46422,39671,29897,13106,25226,1983,26953,1309,2384,27305,35385,42536,31586,37948,37639,28834,34026,8281,43203,4225,19366,5394,33946,16099,1981,45548,29885,21498,26135,2117,30067,4611,34243
